,2012,2013,2014,2015,2016,2017,2018,2019,pe_quantile,mv_quantile
深物业A,28.5156,18.2017,21.5371,7.5139,15.7353,23.3664,18.9379,25.218000000000004,0.043137254901960784,0.22980392156862745
深深房A,6.7519,13.0487,14.8095,13.4037,12.5239,6.7611,16.346,15.7863,0.14745098039215687,0.0
双林生物,15.2372,26.5005,33.8801,16.8004,10.2191,3.835,13.2237,22.3162,0.9372549019607843,0.9984313725490196
粤高速A,4.1935,3.0041,6.8889,9.1807,14.8345,17.4436,18.0231,12.9688,0.6447058823529411,0.19058823529411764
泸州老窖,52.0411,33.9179,8.676,14.7377,18.0952,19.5248,21.693,25.5254,0.9992156862745099,0.9992156862745099
盛达资源,54.5483,50.6985,40.6477,31.2769,11.6348,11.4298,19.3521,22.0487,0.6266666666666667,0.7450980392156863
仁和药业,18.6625,11.2662,15.5936,17.6982,14.4871,13.2014,15.8267,14.9456,0.3270588235294118,0.39372549019607844
格力电器,33.2792,35.4521,35.9563,27.3413,30.4205,37.5051,33.3959,24.5151,0.9584313725490196,0.9035294117647059
上峰水泥,3.5388,35.102,23.1807,3.5209,9.0623,42.6732,51.6718,52.4828,0.19215686274509805,0.807843137254902
鲁泰A,13.6721,17.7539,15.2459,10.6093,11.6942,11.8732,11.2888,12.8322,0.44,0.006274509803921568
万年青,11.7958,23.0521,23.855,9.6613,8.4278,15.6526,31.8773,30.1043,0.10196078431372549,0.8352941176470589
酒鬼酒,30.5913,-2.0195,-5.6774,5.1721,5.9958,9.0984,10.640999999999998,12.9931,0.9741176470588235,0.9937254901960785
东莞控股,10.8298,11.439,15.4608,18.9793,17.1216,16.4879,17.2673,15.6419,0.44862745098039214,0.45725490196078433
承德露露,28.6136,36.9371,38.1348,30.9868,24.6603,20.8123,21.0716,23.7315,0.06274509803921569,0.03607843137254902
五粮液,36.6085,23.7112,15.452,14.9255,15.0091,19.2683,22.914,25.2612,0.9992156862745099,0.9992156862745099
天山股份,5.8003,4.2655,3.7372,-7.9104,1.6225,4.0096,15.7589,18.1278,0.4588235294117647,0.8705882352941177
四川双马,0.4387,3.4621,1.6243,-4.8637,3.1614,7.2261,21.7284,18.9471,0.19294117647058823,0.21568627450980393
世荣兆业,16.5666,40.9326,0.9312,3.9233,5.3717,42.8089,30.8119,30.0949,0.06352941176470588,0.00784313725490196
亿帆医药,3.0229,5.1816,15.5914,13.349,22.0837,26.1202,11.2651,12.7938,0.3749019607843137,0.8290196078431372
京新药业,4.1175,8.0913,9.662,9.1853,9.2193,8.3908,9.8909,14.3402,0.19607843137254902,0.11843137254901961
分众传媒,1.3471,-22.458000000000002,1.3394,133.0606,70.7122,65.3983,47.3919,13.4046,0.9427450980392157,0.9850980392156863
华帝股份,20.8075,20.083,20.7945,13.8999,20.0759,25.9816,28.3414,26.7151,0.11058823529411765,0.07529411764705882
三花智控,9.6587,10.717,14.6183,14.794,17.1927,18.7294,15.6741,15.8736,0.9788235294117648,0.9850980392156863
华峰化学,1.1168,15.7391,16.4205,7.824,-9.5393,12.0174,12.365,31.8545,0.9254901960784314,0.9984313725490196
东港股份,9.5567,11.3256,13.5458,15.9244,14.9318,15.2828,16.3442,16.3365,0.33176470588235296,0.0203921568627451
南极电商,-17.076,-74.687,2.3566,20.500999999999998,21.761999999999997,23.4567,26.228,28.0585,0.06274509803921569,0.6525490196078432
露天煤业,30.3259,15.3365,8.5289,6.2041,8.9892,17.285,17.5556,17.3438,0.18196078431372548,0.7992156862745098
通润装备,8.7007,9.0689,10.4072,11.0538,11.8632,6.5282,10.4982,12.2112,0.18196078431372548,0.17176470588235293
劲嘉股份,19.5675,17.996,18.0744,18.9287,13.2094,10.4985,11.2089,13.0679,0.22901960784313727,0.756078431372549
武汉凡谷,1.9386,2.4902,6.892,3.6912,-8.181000000000001,-29.5578,12.1193,14.7776,0.47137254901960784,0.5615686274509804
塔牌集团,5.8846,11.0945,15.1863,8.8548,10.0386,11.2142,20.0873,18.4823,0.007058823529411765,0.6815686274509803
民和股份,-5.5297,-19.6191,5.4006,-30.5026,16.128,-32.824,40.9203,83.4736,0.6219607843137255,0.20784313725490197
桂林三金,16.3101,19.6343,19.6686,16.1534,16.5101,18.2854,15.1393,13.95,0.3803921568627451,0.04862745098039216
奇正藏药,14.8232,15.6318,16.309,17.0073,17.3282,16.6604,16.3208,17.0418,0.17098039215686275,0.5027450980392156
圣农发展,0.0759,-6.8379,2.4246,-9.222999999999999,12.1886,5.1842,21.5037,44.7028,0.38823529411764707,0.9835294117647059
富安娜,18.9289,19.0066,18.9866,18.0211,17.7425,17.0103,16.2175,14.2301,0.20862745098039215,0.2776470588235294
同德化工,10.8303,15.7478,14.5154,8.5178,8.3168,9.3595,13.9242,14.0666,0.5937254901960785,0.7098039215686275
双箭股份,11.0421,14.08,11.9428,9.0648,3.8265,6.7947,9.1934,14.259,0.025098039215686273,0.476078431372549
闰土股份,7.605,18.7873,24.6148,12.5383,10.7165,14.025,17.5415,16.3662,0.6290196078431373,0.6737254901960784
常宝股份,8.4349,8.7071,8.8684,7.0809,3.6769,4.2731,12.4813,14.251,0.24941176470588236,0.003137254901960784
科士达,7.2849,9.3971,10.290999999999999,14.1703,15.9471,17.543,9.826,12.7312,0.17647058823529413,0.32313725490196077
三七互娱,1.6723,0.4871,2.2596,16.3018,26.4662,28.0853,15.527999999999999,32.53,0.2007843137254902,0.8243137254901961
洽洽食品,11.1682,9.8361,11.0107,13.0421,12.1901,10.6191,13.5483,17.2919,0.9670588235294117,0.9874509803921568
百润股份,12.3448,6.5526,8.8446,60.8016,-11.3272,10.8016,6.6835,15.3137,0.9317647058823529,0.9992156862745099
索菲亚,12.1909,15.2001,17.7423,21.623,21.4447,21.6937,20.616999999999997,20.968000000000004,0.5011764705882353,0.8494117647058823
金禾实业,8.2218,8.3886,8.9496,10.865,24.6032,34.5801,24.7422,19.2517,0.9984313725490196,0.9984313725490196
姚记科技,12.3828,14.2918,13.6205,9.53,7.6522,4.9534,7.6345,20.9535,0.01803921568627451,0.7905882352941176
中公教育,9.3306,5.4881,-6.7144,1.8544,4.9101,3.8932,47.3853,56.5202,0.7505882352941177,0.9803921568627451
完美世界,6.0674,3.3454,30.1117,32.384,28.3084,19.8269,20.8019,16.7407,0.26509803921568625,0.6705882352941176
金达威,8.1659,7.8974,14.2044,7.8157,16.5441,20.3938,24.9794,15.210999999999999,0.5937254901960785,0.9160784313725491
海思科,35.7948,28.5697,22.3354,17.4559,20.4799,11.1785,16.6102,22.4595,0.4180392156862745,0.807843137254902
浙江美大,14.7921,12.0815,14.437999999999999,15.3243,18.4692,24.8178,28.2421,31.8974,0.38745098039215686,0.9247058823529412
乔治白,14.7308,6.8393,8.3212,6.169,6.3389,7.4864,10.8275,12.9843,0.1192156862745098,0.18745098039215685
博实股份,18.104,14.9304,12.1304,10.5205,6.1545,6.9072,9.1198,14.1023,0.1803921568627451,0.8972549019607843
良信股份,,,17.2345,14.7405,13.1621,12.9647,12.8718,15.3152,0.9756862745098039,0.9788235294117648
牧原股份,,,5.0045,21.7852,50.567,25.715,4.1574,34.5474,0.37411764705882355,0.9992156862745099
葵花药业,,,19.7813,13.1438,11.9146,15.0614,17.9797,17.4057,0.13568627450980392,0.005490196078431373
仙坛股份,,,,2.506,16.0933,4.8878,17.6032,34.8428,0.1607843137254902,0.39450980392156865
国光股份,,,,21.5031,16.1204,21.1512,26.0001,19.496,0.276078431372549,0.3003921568627451
康弘药业,,,,19.241,18.3756,19.9803,18.2223,16.5016,0.26666666666666666,0.5576470588235294
洪汇新材,,,,,12.6934,12.5116,12.0517,14.9681,0.0026595744680851063,0.08333333333333333
山东赫达,,,,,9.4385,7.0906,10.2503,18.8596,0.7044198895027625,0.9990791896869244
崇达技术,,,,,23.8982,19.167,20.6425,15.5348,0.016037735849056604,0.008490566037735849
富森美,,,,,18.2458,16.172,16.8125,16.9278,0.37884615384615383,0.34423076923076923
凯莱英,,,,,19.1788,17.9062,18.7512,19.9372,0.9980638915779284,0.9980638915779284
弘亚数控,,,,,29.9446,28.5431,25.8203,23.5046,0.7731343283582089,0.991044776119403
金溢科技,,,,,,12.3393,2.1312,60.1225,0.007641921397379912,0.5524017467248908
卫光生物,,,,,,18.1037,12.4863,12.4445,0.8456375838926175,0.8937360178970917
凌霄泵业,,,,,,21.0945,17.6315,20.0348,0.7708095781071835,0.9863169897377423
兴瑞科技,,,,,,,18.1544,15.7466,0.005190311418685121,0.010380622837370242
新农股份,,,,,,,24.4901,18.468,0.009380863039399626,0.1200750469043152
恒铭达,,,,,,,25.9323,18.7833,0.018255578093306288,0.016227180527383367
金时科技,,,,,,,22.7906,16.117,0.004273504273504274,0.004273504273504274
西麦食品,,,,,,,30.1352,16.8979,0.19753086419753085,0.18024691358024691
科瑞技术,,,,,,,19.5739,13.2589,0.015873015873015872,0.015873015873015872
锐明技术,,,,,,,,21.5298,0.08156028368794327,0.20921985815602837
乐普医疗,16.2818,13.2965,14.177,13.1051,13.1368,15.0298,19.055,24.9242,0.11764705882352941,0.8125490196078431
华测检测,14.4623,16.4563,13.0264,13.3759,5.3027,5.4757,10.3701,16.2465,0.996078431372549,0.9976470588235294
爱尔眼科,12.75,14.118,16.7557,19.3689,21.5382,18.5693,18.4975,22.4455,0.9992156862745099,0.9992156862745099
同花顺,2.3133,1.9363,5.188,57.6875,47.6966,23.7051,19.4786,24.4934,0.7764705882352941,0.9803921568627451
长信科技,14.9284,16.97,8.6549,8.3562,9.5487,13.425999999999998,15.4521,15.15,0.1992156862745098,0.7105882352941176
建新股份,1.5015,4.4544,4.7991,2.6297,2.5181,9.1989,51.2626,19.5578,0.4196078431372549,0.011764705882352941
中航电测,6.2302,5.9166,8.7445,8.2854,7.9362,9.2591,10.7265,13.8862,0.004705882352941176,0.5184313725490196
汇川技术,12.2261,19.4402,20.3781,21.502,21.2373,20.9039,20.0011,12.8121,0.9992156862745099,0.9992156862745099
青松股份,6.3069,6.1945,8.9238,1.8153,5.3016,13.9066,43.5676,21.9034,0.2988235294117647,0.864313725490196
先河环保,5.2371,6.4118,7.1933,7.2445,7.4733,12.331,15.2134,13.5703,0.19294117647058823,0.00784313725490196
宋城演艺,9.1762,10.2404,10.9765,13.9397,15.03,15.5464,16.292,14.8165,0.9898039215686274,0.9654901960784313
四方达,5.1922,4.8259,5.3829,6.3334,3.9711,7.9422,7.8291,13.2883,0.1380392156862745,0.14274509803921567
安科瑞,16.615,14.9816,15.0366,12.4826,14.1739,14.9324,13.7602,15.1387,0.26666666666666666,0.4886274509803922
聚飞光电,17.1313,15.214,18.1886,7.4466,8.8157,3.2804,8.5258,14.9408,0.09098039215686274,0.6588235294117647
晶盛机电,15.6697,2.5813,3.8663,5.9264,8.0023,11.285,15.2665,14.808,0.8447058823529412,0.9929411764705882
中颖电子,6.0475,4.5901,5.4075,8.3484,16.4237,18.0935,20.5119,20.7262,0.7207843137254902,0.9992156862745099
麦克奥迪,10.5347,8.8785,7.0476,13.1062,12.0323,12.5259,15.1215,16.0579,0.3819607843137255,0.39215686274509803
天孚通信,,,,20.598000000000003,16.9537,14.2062,14.4216,14.8723,0.18352941176470589,0.8462745098039216
菲利华,,,14.3612,12.3026,14.0714,14.1408,16.4221,12.9755,0.9317647058823529,0.9615686274509804
迪瑞医疗,,,15.3702,11.2951,11.9757,14.377,15.1089,15.9593,0.16549019607843138,0.6266666666666667
花园生物,,,5.922000000000001,1.6994,5.9754,12.8211,21.6272,20.801,0.3396078431372549,0.6509803921568628
汉宇集团,,,16.5716,12.4979,14.9515,11.4351,11.6143,12.056,0.02666666666666667,0.32941176470588235
三环集团,,,24.1122,22.1475,22.5526,19.6782,20.462,12.0158,0.9992156862745099,0.9992156862745099
南华仪器,,,,11.8367,9.4379,9.3959,6.9132,47.8279,0.000784313725490196,0.08313725490196078
深信服,,,,,,,23.3017,19.5633,0.9180327868852459,0.9970193740685543
华铭智能,,,,11.2489,9.1945,7.9301,8.6585,25.0195,0.003137254901960784,0.18274509803921568
富祥药业,,,,21.2858,25.7218,20.976,18.9689,23.4698,0.045454545454545456,0.6706539074960127
温氏股份,,,,33.2835,44.7222,21.4058,11.7807,35.0581,0.007058823529411765,0.05176470588235294
新光药业,,,,,25.0488,15.7708,12.0619,12.093,0.014146772767462422,0.0627763041556145
健帆生物,,,,,23.1241,22.0892,26.0218,29.723000000000003,0.9221014492753623,0.9990942028985508
佳发教育,,,,,15.0225,11.937999999999999,17.6305,23.7401,0.0019120458891013384,0.3317399617590822
筑博设计,,,,,,,,19.5805,0.13268608414239483,0.11650485436893204
太辰光,,,,,14.0744,9.1897,13.0967,13.3388,0.5837414299706171,0.002938295788442703
安车检测,,,,,12.9011,14.8366,20.3125,24.7769,0.01860920666013712,0.5475024485798237
会畅通讯,,,,,,16.3574,5.3446,12.6976,0.010141987829614604,0.7484787018255578
华测导航,,,,,,23.8945,12.8357,14.9484,0.13025210084033614,0.8739495798319328
光莆股份,,,,,,13.0796,20.8399,24.3648,0.4426751592356688,0.7154989384288747
透景生命,,,,,,21.4122,14.7594,14.3213,0.7497314715359829,0.5155746509129968
中石科技,,,,,,18.5701,22.8165,16.8266,0.02890932982917214,0.22864651773981604
艾德生物,,,,,,19.6563,18.0289,16.3336,0.9965156794425087,0.9988385598141696
光威复材,,,,,,11.8458,13.8067,17.0852,0.7759237187127532,0.9785458879618594
森霸传感,,,,,,19.7581,15.3805,16.1225,0.013268998793727383,0.5597104945717732
创源股份,,,,,,15.6854,13.628,17.4099,0.4873035066505441,0.05441354292623942
光弘科技,,,,,,15.6418,15.9772,21.7232,0.010540184453227932,0.4769433465085639
华宝股份,,,,,,,16.113,14.743,0.7184466019417476,0.7475728155339806
迈瑞医疗,,,,,,,34.1555,27.736,0.9982425307557118,0.9982425307557118
立华股份,,,,,,,37.1522,35.8028,0.5544147843942505,0.07597535934291581
新诺威,,,,,,,25.4697,16.0838,0.0367170626349892,0.3434125269978402
迪普科技,,,,,,,21.5488,18.4833,0.0334075723830735,0.18262806236080179
新媒股份,,,,,,,32.3474,27.3311,0.009009009009009009,0.2927927927927928
拉卡拉,,,,,,,22.925,20.4889,0.006818181818181818,0.125
值得买,,,,,,,32.9133,22.0722,0.2041343669250646,0.4108527131782946
中信出版,,,,,,,25.6881,19.4859,0.13486005089058525,0.24427480916030533
力合科技,,,,,,,,20.7062,0.003215434083601286,0.003215434083601286
泰和科技,,,,,,,,13.9975,0.04745762711864407,0.10508474576271186
华辰装备,,,,,,,,14.7521,0.7525773195876289,0.010309278350515464
中国国贸,8.3738,6.8081,10.6424,11.5432,11.6478,10.0744,11.5729,13.4218,0.00784313725490196,0.002352941176470588
三一重工,26.6439,12.3802,2.9753,0.5966,0.8965,8.6788,21.4672,29.5278,0.6188235294117647,0.9992156862745099
浙江东日,5.2408,3.5905,2.8804,17.4205,19.0364,15.4989,14.9439,12.4007,0.04941176470588235,0.05803921568627451
伊力特,19.3151,19.6612,17.2052,16.2812,14.7853,17.2763,18.3881,16.7635,0.7678431372549019,0.8572549019607844
西藏药业,8.5806,7.1433,5.2916,20.5046,34.4825,16.9867,10.0383,13.3199,0.5325490196078432,0.8784313725490196
嘉化能源,2.593,-5.5997,33.7985,21.3497,19.9984,18.5574,16.9159,18.17,0.011764705882352941,0.1403921568627451
羚锐制药,6.3135,12.7984,6.0675,8.1534,18.2311,10.1898,11.4304,13.7202,0.0203921568627451,0.13411764705882354
安琪酵母,9.4256,5.4125,5.2963,9.5574,17.0077,23.8773,21.0593,19.3397,0.8243137254901961,0.9584313725490196
恒顺醋业,-7.9562,7.417999999999999,8.2642,17.5202,11.1934,16.6625,15.8854,15.1427,0.9976470588235294,0.9952941176470588
万华化学,30.1682,32.1584,23.869,14.5251,27.8823,52.8955,34.7549,26.6079,0.9992156862745099,0.9992156862745099
西藏珠峰,,137.3309,26.3141,45.4566,66.2148,74.2008,46.4711,24.4361,0.7788235294117647,0.0996078431372549
浙江龙盛,11.5364,16.0482,24.8953,20.331,13.787,15.1927,22.2755,22.5717,0.5286274509803922,0.9686274509803922
五洲交通,11.8735,6.5941,2.4685,-3.2872,7.5882,11.7363,12.3933,22.2401,0.2980392156862745,0.08078431372549019
宁沪高速,12.6697,14.1451,12.8916,12.28,15.6776,15.6915,17.6272,15.3599,0.8266666666666667,0.23058823529411765
海澜之家,5.1928,6.7366,51.6282,38.5274,34.0655,31.3729,28.6283,24.1758,0.8094117647058824,0.16470588235294117
国电南瑞,30.9964,32.1533,19.4117,17.0891,17.1179,22.9579,17.6494,14.8972,0.8713725490196078,0.9992156862745099
华鲁恒升,8.5259,8.595,12.89,12.9353,11.2707,14.005999999999998,28.2776,18.6548,0.9992156862745099,0.9992156862745099
宁夏建材,1.6130000000000002,7.6161,6.5323,0.4736,1.3745,7.702999999999999,9.128,14.7411,0.022745098039215685,0.836078431372549
涪陵电力,8.0888,13.6752,15.08,30.5139,21.1826,22.3534,26.8157,23.8915,0.396078431372549,0.8156862745098039
扬农化工,10.3495,17.7692,18.1605,15.5466,13.3477,15.6629,21.0068,24.1623,0.9984313725490196,0.9984313725490196
方大炭素,12.6002,4.9719,4.9474,0.5386,1.1621,46.5991,50.0955,14.5785,0.6580392156862745,0.37098039215686274
贵州茅台,45.0047,39.4328,31.9612,26.4205,24.4385,32.9542,34.4643,33.1177,0.9992156862745099,0.9992156862745099
山东药玻,6.3232,6.1624,6.0151,6.6927,7.1922,8.3496,10.5729,12.4079,0.8266666666666667,0.8611764705882353
法拉电子,17.1726,18.6028,18.1333,17.7446,19.3252,19.3766,19.1064,17.9223,0.9694117647058823,0.9803921568627451
济川药业,-6.8255,49.05,30.1411,27.6733,29.5379,30.3621,34.2379,28.0737,0.18823529411764706,0.04862745098039216
海螺水泥,13.4575,17.8637,17.9721,10.9962,11.5974,19.1003,29.5052,26.8688,0.2596078431372549,0.8156862745098039
用友网络,12.7616,17.6152,15.2564,6.8121,3.5226,6.7448,9.8573,17.2155,0.9301960784313725,0.9215686274509803
氯碱化工,3.6921,0.5857,-23.6393,4.3204,-15.6113,40.8466,30.82,18.9258,0.636078431372549,0.19294117647058823
东阳光,6.0835,5.7933,5.1916,2.7761,3.028,13.1844,19.6499,16.2106,0.3184313725490196,0.00392156862745098
四川金顶,,8.4773,-88.6364,16.2108,-183.1706,188.2984,65.509,41.3645,0.4250980392156863,0.06352941176470588
百川能源,13.7341,-26.6796,10.7709,-18.2592,51.0796,28.3976,23.9877,16.186,0.5796078431372549,0.08235294117647059
ST舍得,16.9367,0.5145,0.5972,0.3174,3.5089,5.9706,13.6711,18.2896,0.46901960784313723,0.9858823529411764
祁连山,5.294,11.8301,12.5667,3.7338,3.4405,11.2544,11.8017,19.6519,0.0815686274509804,0.8525490196078431
鲁北化工,1.8033,1.3938,0.7356,2.6576,2.8171,6.9843,7.784,12.3317,0.39215686274509803,0.8870588235294118
江中药业,11.6542,8.4444,12.7433,16.5633,15.2827,15.1081,15.2468,13.6073,0.16627450980392156,0.1796078431372549
通策医疗,24.3753,21.4012,19.1679,26.5184,16.6081,23.9279,28.7803,29.8694,0.9992156862745099,0.9992156862745099
水井坊,18.9985,-8.7386,-29.5706,7.0738,16.3432,22.0006,33.7172,41.6386,0.8203921568627451,0.9968627450980392
华新水泥,7.1723,14.332,13.1911,1.0601,4.6115,18.9785,36.2684,33.3964,0.2996078431372549,0.7231372549019608
福建水泥,2.4329,1.7001,4.1152,-33.7705,1.6326,-22.6979,46.2763,41.4875,0.3380392156862745,0.5050980392156863
山西汾酒,43.9291,26.0238,9.2157,12.5196,13.1767,18.8891,25.619,28.3799,0.9992156862745099,0.9992156862745099
星湖科技,-12.6342,1.3622,-24.4757,-33.4723,2.2925,-15.9345,4.5206,12.0767,0.5341176470588235,0.21176470588235294
通化东宝,3.1294,9.3053,13.5522,21.4467,20.0334,19.7602,18.1278,16.6834,0.02431372549019608,0.04784313725490196
中炬高新,6.6672,10.4315,12.782,10.1577,13.6402,15.2612,18.0096,19.0089,0.9105882352941177,0.9427450980392157
宏发股份,57.7996,19.9619,18.0161,17.1159,18.4301,18.6695,16.6908,15.050999999999998,0.9945098039215686,0.9976470588235294
厦门空港,18.3649,18.4002,17.1647,12.7366,12.623,12.2517,14.4314,14.1299,0.9701960784313726,0.027450980392156862
航民股份,16.7122,21.1471,19.7201,18.7676,18.4156,17.1521,16.8871,16.1745,0.18274509803921568,0.13647058823529412
马应龙,14.2231,13.718,13.4483,13.3107,13.4382,15.4897,7.8965,14.9127,0.04392156862745098,0.5019607843137255
文山电力,12.0279,10.0305,7.6121,7.2083,10.4164,9.5117,16.2185,16.0573,0.3835294117647059,0.005490196078431373
隆基股份,-2.5078,2.4233,9.4988,11.7554,19.6764,29.3523,16.6931,23.9542,0.9584313725490196,0.9984313725490196
山东出版,,,,,,19.7906,16.1742,15.1241,0.1921119592875318,0.006361323155216285
中国神华,20.015,17.3858,13.0486,5.5233,7.5063,14.6738,13.9426,12.7264,0.2847058823529412,0.32862745098039214
恒立液压,8.5449,6.5692,2.6725,1.8366,2.0166,10.392999999999999,19.9389,25.5899,0.7584313725490196,0.9968627450980392
君正集团,8.1418,9.1197,12.3951,8.9859,12.2426,14.6041,14.215,14.1087,0.46588235294117647,0.9145098039215687
陕西煤业,,,2.9092,-9.1005,8.4059,26.5916,23.1699,21.3801,0.4815686274509804,0.9819607843137255
旗滨集团,7.434,13.13,6.1971,3.7538,14.9808,17.4418,16.4896,17.0355,0.8109803921568628,0.9992156862745099
星宇股份,10.4966,11.7271,14.0755,14.3825,11.9742,12.0949,14.5531,17.0724,0.9905882352941177,0.9905882352941177
中国科传,,,,,,13.9717,12.5136,12.4303,0.015136226034308779,0.17860746720484358
招商南油,,,,,,,10.1344,20.7956,0.011741682974559686,0.0273972602739726
大豪科技,,,,15.6627,16.0172,23.1363,19.8423,14.0764,0.9796078431372549,0.9788235294117648
广州酒家,,,,,,25.7018,21.0131,18.5628,0.9131905298759865,0.9594137542277339
先达股份,,,,,,12.103,20.2835,14.0417,0.34967320261437906,0.03159041394335512
天目湖,,,,,,15.8356,13.0642,14.3107,0.9451887941534713,0.682095006090134
汇顶科技,,,,,43.865,28.5173,19.5569,43.9439,0.021759697256385997,0.6168401135288553
荣晟环保,,,,,,54.6058,18.1438,18.4785,0.34274193548387094,0.31955645161290325
快克股份,,,,,23.2711,19.4773,19.7239,18.6561,0.16042267050912584,0.33429394812680113
江山欧派,,,,,,19.1135,14.5944,21.686999999999998,0.5097037793667007,0.8968335035750766
日月股份,,,,,17.1217,8.4441,9.7824,15.4974,0.9393034825870646,0.9940298507462687
景旺电子,,,,,,21.497,21.6366,17.4977,0.0,0.42842842842842843
电魂网络,,,,,26.051,10.405,7.8066,12.6182,0.0038095238095238095,0.4714285714285714
景津环保,,,,,,,12.9627,17.6442,0.015915119363395226,0.015915119363395226
海天味业,,,36.6639,30.9086,30.3027,32.4475,34.0622,35.1523,0.9913725490196078,0.9921568627450981
旭升股份,,,,,,26.6814,22.6478,13.7828,0.33712984054669703,0.5421412300683371
维力医疗,,,,15.9112,9.6903,7.3802,7.1894,12.3932,0.05176470588235294,0.35764705882352943
天味食品,,,,,,,25.7664,19.9298,0.9351230425055929,0.9574944071588367
依顿电子,,,11.4665,11.2294,12.9307,11.7912,14.3702,12.9062,0.5427450980392157,0.003137254901960784
浙江鼎力,,,,19.6319,17.4569,17.2213,20.0033,23.8973,0.9976470588235294,0.9992156862745099
威尔药业,,,,,,,19.4899,13.806,0.5232323232323233,0.006060606060606061
三美股份,,,,,,,52.327,17.3616,0.8442982456140351,0.0043859649122807015
易德龙,,,,,,20.8427,13.9315,15.7024,0.0,0.36404494382022473
新天然气,,,,,16.4863,14.1397,15.9105,17.6231,0.14790697674418604,0.3395348837209302
集友股份,,,,,,26.9746,20.0372,22.486,0.7852077001013171,0.8470111448834853
吉比特,,,,,,28.8383,27.7585,27.0724,0.5224775224775224,0.7292707292707292
金石资源,,,,,,12.9067,17.5601,24.1621,0.4805194805194805,0.9816017316017316
绝味食品,,,,,,24.8561,22.8949,21.1072,0.9979035639412998,0.9979035639412998
荣泰健康,,,,,,23.7805,17.4484,18.9561,0.33232931726907633,0.2781124497991968
苏利股份,,,,,19.7394,15.6981,19.0486,16.2984,0.412807881773399,0.0049261083743842365
地素时尚,,,,,,,25.9897,19.5248,0.017054263565891473,0.04806201550387597
伯特利,,,,,,,15.7873,19.3432,0.8064516129032258,0.9134897360703812
东方电缆,,,10.0494,6.3811,6.2421,4.1231,10.3548,23.3737,0.13019607843137254,0.9654901960784313
京华激光,,,,,,16.532,13.002,13.137,0.23573200992555832,0.47146401985111663
海利尔,,,,,,25.0126,20.5754,15.0389,0.4321608040201005,0.5386934673366834
彤程新材,,,,,,,23.9286,14.6124,0.8333333333333334,0.9049844236760125
春光科技,,,,,,,17.0381,12.4459,0.004846526655896607,0.004846526655896607
安图生物,,,,,29.5969,26.9647,31.2897,34.5184,0.8096118299445472,0.8290203327171903
灵康药业,,,,20.044,13.4493,13.0437,13.6488,14.9783,0.3756862745098039,0.48549019607843136
大元泵业,,,,,,29.0757,17.6158,16.0028,0.41391106043329534,0.6202964652223489
科博达,,,,,,,29.0246,18.5234,0.9877675840978594,0.9877675840978594
歌力思,,,,14.7275,12.1802,15.8729,16.581,16.9698,0.13647058823529412,0.17568627450980392
诚意药业,,,,,,15.7407,15.3783,18.5397,0.5062761506276151,0.891213389121339
欧派家居,,,,,,28.549,22.8021,21.4891,0.989440337909187,0.9957761351636748
好太太,,,,,,24.2301,21.9464,20.3077,0.08729139922978177,0.0975609756097561
步长制药,,,,,17.9102,12.7228,14.0523,14.2184,0.22749273959341723,0.31848983543078413
桃李面包,,,,23.8679,22.1858,19.6926,19.5265,19.076,0.47527910685805425,0.9138755980861244
好莱客,,,,24.4542,23.9497,21.6325,17.4984,15.0026,0.4376470588235294,0.3192156862745098
国茂股份,,,,,,,20.6306,16.6138,0.9803921568627451,0.9803921568627451
世运电路,,,,,,11.0847,9.5355,13.2024,0.09159482758620689,0.6336206896551724
克来机电,,,,,,14.6423,14.0522,18.2652,0.5663531870428422,0.8484848484848485
兆易创新,,,,,19.0752,26.1887,22.1699,17.042,0.6474358974358975,0.8186813186813187
松霖科技,,,,,,,22.6176,15.8623,0.014005602240896359,0.11484593837535013
心脉医疗,,,,,,,44.8561,22.1126,0.743455497382199,0.8979057591623036
嘉必优,,,,,,,,13.3162,0.2785714285714286,0.4035714285714286
佰仁医疗,,,,,,,,13.1114,0.9444444444444444,0.9201388888888888
联瑞新材,,,,,,,,12.2885,0.10855263157894737,0.1513157894736842
嘉元科技,,,,,,,28.6824,20.4361,0.9083769633507853,0.8848167539267016
硕世生物,,,,,,,,12.4555,0.05172413793103448,0.46551724137931033
